id,description,cluster,main_topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
11,"Baby sunshade top - Soft, stretchy polyester fabric is fast wicking, quick drying and breathable <br><br><b>Details:</b><ul> <li>Lap shoulders relax the silhouette </li> <li>Extended roll-down cuffs accommodate growth spurts; drop hem waist provides extra coverage</li></ul><br><br><b>Fabric: </b>4.3-oz 100% polyester jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(0 g 0 oz)<br><br>Made in Vietnam.",-1,1,0.18172423140558894,-0.04167786375102923,0.05669612915027614,-0.01311761844909642,-0.06311226204362665,0.01109450077730598,0.09273524222923084,-0.0139233847635306,0.031095434059900826,0.014574256371228875
12,"Baggies shorts - Even Baggies, our most popular shorts for anything, or nothing, occasionally need an update. This season we've increased the inseam length. Their casual fit, quick-drying water-repellent nylon and elasticized waistband with an internal drawstring remain the same as ever. Other features include a polyester mesh lining, a rear snap pocket and front pockets (with self-draining mesh corners) positioned to reduce drag in the water. Inseam (size M) is 7"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Quick-drying nylon with a DWR (durable water repellent) finish</li> <li>Elasticized waistband with internal drawstring; black mesh liner</li> <li>Vertical on-seam side pockets for reduced drag in the water; pocket bags have quick-drain-and-dry mesh corners; snap-closed back pocket</li> <li>""Inseam is 7""""""</li></ul><br><br><b>Fabric: </b>4.2-oz 100% nylon with a DWR finish. Lining: 5.2-oz 100% polyester mesh. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(233 g 8.1 oz)<br><br>Made in Nicaragua.",1,1,0.31454015024261534,-0.18866983356830186,-0.15332815054109783,-0.030367310928508452,0.04059827641427376,0.1310768357616996,-0.04217574927177815,0.11440657544886067,-0.04580212939684946,-0.05440977148331709
13,"Beach bucket - Whenever you're at the junction of water and land, neutralize the sun's unforgiving rays with the wide brim and soft design of our versatile Beach Bucket. It has a durable, semi-rigid foam bill that is black underneath and casts refreshing 360-degree shade. The 6.8-oz 100% stretch-woven nylon fabric looks and feels like soft canvas, but provides water-shedding, fast-drying performance. Details: a moisture-wicking Coolmax headband, soft chin strap and an adjustable rear buckle for a reliable bond. Fabric 6.8-oz 100% stretch-woven nylon with DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>""Tough, easy care, stretch-woven nylon brim has durable, semi-rigid foam that floats""</li> <li>The bill provides 360-degree sun protection</li> <li>Black underbill to reduce glare</li> <li>Soft chin strap; moisture-wicking Coolmax headband; adjustable rear buckle</li></ul><br><br><b>Fabric: </b>6.8-oz 100% stretch-woven nylon with DWR (durable water repellent) finish<br><br><b>Weight: </b>(106 g 3.7 oz)<br><br>Made in China.",4,1,0.2452746123883046,-0.10949840653128112,-0.029564287095299444,-0.02532839785873149,0.005649383951252288,0.1564493665155906,0.018195039900240614,0.05520583773711435,0.025314879877953722,0.007674626888529552
14,"Better sweater jkt - June nights camped out in New Mexico's Navajo country are starry and cold. Layer up in the softest fleece we've spun to date. Made from high-performance, sweater-knit polyester fleece, the Better Sweater is warm as wool and technically proficient. The stand-up collar has a zipper garage, and handwarmer pockets keep your fingers cozy. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Soft fleece has a sweater-knit face, fleeced interior and heathered overdyed yarns""</li> <li>Stand-up collar and full zip with garage</li> <li>Raglan sleeves</li> <li>Handwarmer pockets</li></ul><br><br><b>Fabric: </b>9.5-oz 100% polyester with sweater-knit exterior and fleece interior. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(577 g 20 oz)<br><br>Made in Thailand.",1,1,0.19551165128322734,-0.06868870241273273,0.08209118917765706,-0.04136686070709275,-0.012922436533506628,-0.2424419487468859,0.06562084633057406,0.03132161537220698,0.0464331477405578,0.05542654384898967
15,"Borderless shorts-11 in. - Go forward where others cringe. Our Borderless Shorts are made for prying into the outer reaches of unnamed terrain. They have a light, breathable fabric that blends 95% nylon (60% recycled) with 5% spandex mini ripstop to resist the effects of thrashy chimneys and provide stretch for the body language of going places. The DWR (durable water repellent) finish shrugs off water; built-in 40-UPF sun protection shades your legs in open country. Other features include a gusseted crotch to preserve mobility, two front pockets you can access while wearing a harness and a partially elastic waist to keep your shorts adhered under the load of a hip belt. The rear welted pockets secure with zips. Inseam (size M) is 11"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband supports wide range of motion</li> <li>Generous wide-entry front pockets; left front pocket has a hidden internal zip security pocket; welted zippered back pockets</li> <li>Gusseted crotch for mobility</li> <li>""Inseam is 11""""""</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(219 g 7.6 oz)<br><br>Made in Vietnam.",1,1,0.43594279683265696,-0.2184021430812308,-0.12834291040333082,0.16265793517395216,-0.07907145366780137,0.3023824223210055,-0.15775396777554093,-0.026125589222290104,-0.018229779782052334,-0.05248368145819164
16,"Borderless shorts-7 in. - One of summertime's gifts is the chance to freely traverse alpine country. These shorts let you make the most of the season. They're made from a soft, supple weave of 95% nylon (60% recycled) and 5% spandex mini ripstop to stretch with energetic moves and breathe for a cooling airflow. A gusseted crotch allows a wide range of motion and a partially elastic waist keeps your shorts adhered under the load of a hip belt. Two on-the-slant front pockets ensure accessibility under a harness; the rear welted pockets secure with zips. With 40-UPF sun protection; inseam (size M) is 7"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Supple, soft blend of recycled nylon and spandex for total mobility, a light drape, fast dry time and abrasion resistance""</li> <li>Provides 40-UPF sun protection</li> <li>Partially elasticized waistband supports wide range of motion</li> <li>Generous wide-entry front pockets; welted zippered back pockets</li> <li>Gusseted crotch for mobility</li> <li>Inseam is 7'</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(201 g 7 oz)<br><br>Made in Vietnam.",1,1,0.3662773388099332,-0.1694938400208197,-0.08880880707572875,0.19578802201013618,-0.11136256764771209,0.304286815408945,-0.1328648293637726,-0.044959706618293245,-0.015412112771960992,-0.04289667641459927
17,"Bucket hat - Besides its shade-casting prowess, the Bucket provides perfect eye cover after an extra-large fish taco fest. It's made from soft, fast-drying 100% nylon with a water-shedding finish to repel rain and ocean spray. The Bucket Hat features a time-tested design with a linear crown, crushable brim and ventilation holes to keep your noggin from hard-boiling. It also rolls into its own inside pocket.<br><br><b>Details:</b><ul> <li>""Lightweight, fast-drying, easy-care fabric""</li> <li>DWR (durable water repellent) finish sheds rain and ocean spray</li> <li>""Crushable, 360-degree brim provides complete sun protection""</li> <li>Rolls into its inside pocket</li></ul><br><br><b>Fabric: </b>4.2-oz 100% nylon with a DWR (durable water repellent) finish<br><br><b>Weight: </b>(63 g 2.2 oz)<br><br>Made in China.",4,1,0.20245807222039028,-0.10522258198867226,-0.05444251170906273,-0.06103279535321874,-0.004981736914296374,0.09732296252500346,-0.026806417414445456,0.01717699464977082,0.02167848817064552,0.0028081530218190902
18,"Cap 1 bottoms - Spring skiing is as transient as the wind. Move fast, move light, and still stay dry with our lightest-weight Capilene performance baselayer. These bottoms wick perspiration, breathe, and dry quickly. Under a shell, they insulate without overheating. The waistband is brushed for softness, inseams are set forward to prevent chafe, and a gusseted crotch improves mobility. With a functional fly. Made from 3.7-oz 100% all-recycled polyester, with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Elastic waistband is brushed for next-to-skin softness</li> <li>""Streamlined, functional fly""</li> <li>Inseams are set forward to prevent chafe</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(158 g 5.5 oz)<br><br>Made in USA.",0,3,0.3152394997482258,-0.11755820067718131,0.40128178156296235,-0.00479008561966667,-0.3923403259116539,0.09956306705600008,-0.17732763179977215,-0.06180498373213725,-0.028557162006642805,-0.010393102119689471
19,"Cap 1 boxer briefs - On bivy or belay, the form-fitting Capilene 1 Boxer Briefs stay dry and comfortable. Made from 100% recycled polyester, the underwear excels at moisture-wicking and has Gladiodor natural odor control for the garment. Exposed elastic waistband is brushed for softness; the hem is coverstitched for a smooth glide beneath shorts or pants. Fully-functioning fly and supportive front panel keep you covered. 5 1/2"" inseam (size M). Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Moisture-wicking Capilene 1 fabric with Gladiodor for exceptional next-to-skin comfort and natural odor control for the garment</li> <li>Brushed elastic waistband</li> <li>Supportive front panel</li> <li>""Cover-stitched hem for smooth glide under shorts or pants, won't restrict mobility""</li> <li>""Inseam (size M) is 5 1/2""""""</li></ul><br><br><b>Fabric: </b>3.7-oz 100% all-recycled polyester with Gladiodor&#174; natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(72 g 2.5 oz)<br><br>Made in USA.",0,3,0.2182900723300065,-0.07357108569784068,0.3248006765107176,0.032912023211747854,-0.20452647878644314,-0.039868053795796804,-0.0745423732308261,-0.03872775829596236,-0.26352182335265856,-0.17289596371516422
20,"Cap 1 graphic t-shirt - This tee is made from our lightest-weight Capilene fabric to achieve a harmonic balance between technical ability and slacker prowess. Designed for dry, cool comfort and sun protection, it's highly breathable and fast-drying and has a silky feel. With a rib-knit collar that's soft against the skin, raglan sleeves that reduce chafing under packs and a tuckable length. Sublimated graphics won't impede breathability. Made from 3.7-oz 100% all-recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Rib-knit collar is soft against the skin</li> <li>Graphic elements sublimated into the fabric won't impede breathability or wicking performance</li> <li>Set-in sleeves</li> <li>Cut long enough to tuck in</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(132 g 4.6 oz)<br><br>Made in USA.",0,3,0.32276400008354433,-0.06801002281845622,0.4190178669393031,-0.008767023985253765,-0.42954766763919466,0.07253554306844705,-0.1397277894989354,-0.010230261314360257,0.16402819019902695,0.1257727666743822
21,"Cap 1 t-shirt - Minimally styled but technically evolved for punishing expanses of hot country, our silky, ultra-breathable Capilene 1 T-Shirt is quick to wick and fast to dry. The rib-knit collar is soft against skin, and the generous hem is long enough to tuck in. Made from 3.7-oz 100% all-recycled polyester, with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Silky soft Capilene 1 is the lightest of our technical baselayer fabrics</li> <li>""Fast-drying, highly breathable and sleek, it provides 15-UPF sun protection and can be worn either on its own or under layers in cooler temps""</li> <li>Rib-knit collar is soft against the skin</li> <li>Set-in sleeves</li> <li>Cut long enough to tuck in</li></ul><br><br><b>Fabric: </b>3.7-oz 100% recycled polyester with Gladiodor natural odor control for the garment and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>130 g (4.6 oz)<br><br>Made in USA.",0,3,0.3212413977482895,-0.0511757617317598,0.400366785217229,-0.004842094407053667,-0.4282423283152759,0.05791145258951022,-0.1666018600292522,-0.014543789171998623,0.129859912917633,0.10531544852894678
22,"Cap 2 t-shirt - This one revels in the sweat jamborees of hill climbs, ridge runs and desert singletrack under a resolute sun. Made from the fastest-drying of our performance baselayer fabrics, it has an open knit that invites airflow and provides excellent wicking and exceptional breathability. When worn beneath layers, it's also insulative enough for chilly days. The self-binding neck is pliable and soft; raglan sleeves and flat-ribbed underarm panels merge out of the way of straps to eliminate chafe. Made of 4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Capilene 2 fabric has an open knit that invites airflow and provides excellent wicking for endurance activities in warm to moderate temperatures</li> <li>""Fastest-drying of our Capilene fabrics, it insulates enough for use on chilly days and can be worn beneath other layers""</li> <li>Self-fabric neckline soft against skin</li> <li>Raglan sleeves and underarm panels merge out of the way of pack straps</li> <li>""Flat-rib panel-piecing under the arms and sides is exceptionally breathable, fast drying and eliminates armpit seam chafing""</li></ul><br><br><b>Fabric: </b>4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>121 g (4.3 oz)<br><br>Made in Mexico.",0,3,0.2898634850507967,-0.06388068240043916,0.4587271760791179,-0.049224398953453895,-0.32407926590636477,-0.12790494977903744,-0.035059544689112564,0.024749506249339227,-0.17639659084937553,-0.11249439575733428
23,"Cap 2 zip neck - Designed for wet-then-chill pursuits like backcountry skiing, alpine climbing and mountain trekking, our fastest-drying performance baselayer will keep you cool during endurance activities in warmer temperatures, but also insulates when skies turn dark. Its open knit invites airflow and provides excellent wicking and exceptional breathability. A draft flap backs the zipper, and raglan sleeves eliminate chafe under pack straps. Flat-rib side panels merge with flat, offset seams for chafe-free comfort. Made from 4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Capilene 2 fabric has open knit that invites airflow and provides excellent wicking for endurance activities in warm to moderate temperatures</li> <li>""Fastest-drying of our Capilene fabrics, it insulates enough for use on chilly days and can be worn beneath other layers""</li> <li>Zip-neck for easy climate control is backed by draft flap and zipper garage</li> <li>Raglan sleeves and underarm panels merge out of the way of pack straps</li> <li>""Flat-rib panel-piecing under the arms and sides is exceptionally breathable, fast drying and eliminates armpit seam chafing""</li></ul><br><br><b>Fabric: </b>4-oz 100% polyester (54% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(175 g 6.1 oz)<br><br>Made in Mexico.",0,3,0.2982289140763366,-0.08151055033892407,0.430105078993702,-0.046949450512028514,-0.2743891000235747,-0.1593585477342717,-0.04490861174146773,0.04681693264788509,-0.2104694544758843,-0.1320415877603684
